" ","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12","Enrolled in school:!!Enrolled in grade 12"
"18837",41,0,0,0,0,0
"18840",78,0,0,0,0,0
"18842",0,0,0,0,0,0
"18843",0,0,0,0,0,0
"18844",40,0,0,0,0,0
"18845",1,0,0,0,0,0
"18846",14,0,0,0,0,0
"18847",83,0,0,0,0,0
"18848",121,0,0,0,0,0
"18850",24,0,0,0,0,0
"18851",0,0,0,0,0,0
"18853",58,0,0,0,0,0
"18854",31,0,0,0,0,0
"18901",256,1,30,0,9,0
"18902",328,95,0,0,29,0
"18912",0,0,0,0,0,0
"18913",0,0,0,0,0,0
"18914",421,4,0,0,18,0
"18915",0,0,0,0,11,0
"18917",23,0,0,0,0,0
"18920",12,0,0,0,0,0
"18923",0,0,0,0,0,0
"18925",150,0,0,0,0,0
"18929",156,0,0,0,0,0
"18930",12,0,0,0,0,0
"18932",6,0,0,0,0,0
"18935",0,0,0,0,0,0
"18936",0,0,0,0,0,0
"18938",164,0,0,0,0,0
"18940",485,17,17,0,26,0
"18942",34,0,0,0,0,0
"18944",313,0,0,0,10,0
"18947",201,0,0,0,0,0
"18950",0,0,0,0,0,0
"18951",262,48,41,0,21,0
"18954",250,12,0,0,0,0
"18955",15,0,0,0,0,0
"18960",200,0,0,0,0,0
"18962",8,0,0,0,0,0
"18964",129,0,0,0,26,0
"18966",638,20,0,0,54,0
"18969",191,8,0,0,13,0
"18970",5,0,0,0,0,0
"18972",48,0,0,0,0,0
"18974",464,53,1,0,15,0
"18976",214,0,15,0,0,0
"18977",63,0,0,0,0,0
"18980",16,0,0,0,0,0
"19001",198,15,66,0,15,0
"19002",404,7,10,0,51,0
"19003",39,0,6,0,0,0
"19004",112,0,10,0,0,0
"19006",298,0,0,0,16,0
"19007",168,66,92,0,0,0
"19008",314,0,9,0,10,0
"19009",34,0,0,0,0,0
"19010",267,7,42,0,12,0
"19012",76,0,11,0,5,0
"19013",10,16,537,0,0,0
"19014",230,0,44,0,0,0
"19015",96,14,114,7,0,0
"19017",0,0,0,0,0,0
"19018",318,35,4,0,8,0
"19020",492,99,66,0,49,0
"19021",117,15,0,0,0,0
"19022",18,7,0,0,0,0
"19023",94,11,274,0,4,0
"19025",98,0,10,0,14,0
"19026",324,0,8,0,11,0
"19027",93,0,57,0,54,0
"19029",41,0,0,0,0,0
"19030",51,33,0,0,0,0
"19031",44,4,11,0,0,0
"19032",30,0,22,0,0,0
"19033",227,25,0,0,0,0
"19034",98,9,0,0,6,0
"19035",35,0,0,0,10,0
"19036",168,14,8,0,0,0
"19038",337,16,93,0,0,0
"19040",202,9,0,0,13,0
"19041",64,17,0,0,9,0
"19043",39,0,14,0,0,0
"19044",208,2,22,0,24,0
"19046",235,10,0,0,0,0
"19047",476,40,43,0,19,0
"19050",68,10,296,0,0,0
"19053",155,0,0,0,0,0
"19054",374,10,12,0,0,0
"19055",236,16,13,0,0,0
"19056",243,25,0,0,0,0
"19057",85,0,40,0,20,0
"19060",250,0,17,0,7,0
"19061",185,38,28,0,0,0
"19063",416,71,67,0,12,0
"19064",336,0,1,0,52,0
"19066",76,0,0,0,0,0
"19067",534,36,86,0,41,0
"19070",24,0,4,0,7,0
"19072",112,0,0,0,17,0
"19073",193,8,0,11,0,0
"19074",26,0,0,0,0,0
"19075",43,0,5,0,0,0
"19076",37,0,0,0,0,0
"19078",211,7,0,0,7,0
"19079",38,0,129,0,0,0
"19081",68,21,3,0,0,0
"19082",136,19,366,0,99,0
"19083",454,34,0,0,50,0
"19085",107,0,0,0,7,0
"19086",179,0,0,0,12,0
"19087",328,48,14,0,66,0
"19090",175,25,59,0,0,0
"19094",22,0,31,0,0,0
"19095",64,0,0,0,0,0
"19096",100,32,4,0,10,0
"19102",0,0,0,0,0,0
"19103",22,0,0,0,0,0
"19104",17,15,446,0,17,0
"19106",18,0,0,0,0,0
"19107",9,0,0,0,29,0
"19109",0,0,0,0,0,0
"19111",231,226,398,0,44,0
"19112",0,0,0,0,0,0
"19113",6,0,0,0,0,0
"19114",160,55,10,0,13,0
"19115",165,0,46,0,53,0
"19116",154,0,20,0,34,0
"19118",55,0,20,0,0,0
"19119",43,46,380,0,6,0
"19120",58,327,868,0,321,52
"19121",0,31,454,0,31,0
"19122",14,118,72,11,0,0
"19123",10,29,86,0,0,0
"19124",41,366,861,13,52,0
"19125",71,1,1,0,26,0
"19126",8,14,238,0,0,0
"19127",36,0,0,0,0,0
"19128",107,0,17,3,15,0
"19129",28,4,43,0,0,0
"19130",26,10,15,0,0,0
"19131",8,16,597,16,0,0
"19132",27,0,577,0,0,0
"19133",0,288,160,0,0,0
"19134",243,598,205,0,10,0
"19135",214,203,188,0,16,0
"19136",268,136,102,0,0,0
"19137",72,6,13,0,0,0
"19138",0,20,948,0,0,0
"19139",10,53,625,0,0,0
"19140",0,591,765,35,11,0
"19141",12,0,388,0,0,0
"19142",65,0,391,0,80,0
"19143",17,3,1200,0,21,0
"19144",20,0,558,0,9,0
"19145",102,0,219,0,60,0
"19146",22,4,342,0,9,0
"19147",91,26,103,0,27,0
"19148",270,27,20,0,72,0
"19149",125,86,122,0,95,0
"19150",0,0,182,0,0,0
"19151",12,14,757,0,0,0
"19152",218,14,2,0,20,0
"19153",2,0,226,0,66,0
"19154",320,13,44,0,0,0
"19301",123,0,0,0,6,0
"19310",38,0,14,0,0,0
"19311",152,36,0,0,0,0
"19312",157,7,13,0,5,0
"19316",0,0,0,0,0,0
"19317",162,8,0,0,0,0
"19319",0,0,0,0,0,0
"19320",225,58,267,11,5,0
"19330",76,0,0,0,0,0
"19333",43,0,1,0,0,0
"19335",585,24,53,0,0,0
"19341",231,0,0,0,20,0
"19342",131,19,77,0,0,0
"19343",106,8,4,0,0,0
"19344",120,12,0,0,0,0
"19345",0,0,0,0,0,0
"19348",249,70,21,0,0,0
"19350",162,25,20,0,0,0
"19352",162,18,0,0,0,0
"19355",267,0,16,0,8,0
"19358",3,0,0,0,0,0
"19362",76,0,0,0,0,0
"19363",158,36,0,0,8,0
"19365",76,0,19,0,0,0
"19367",0,0,0,0,0,0
"19372",44,0,0,0,0,0
"19373",104,0,0,0,0,0
"19374",0,8,0,0,0,0
"19375",0,0,0,0,0,0
"19380",488,43,32,0,0,0
"19382",574,15,43,0,43,0
"19383",0,0,0,0,0,0
"19390",161,37,0,0,0,0
"19401",181,54,204,0,0,0
"19403",489,0,109,0,9,0
"19405",36,0,22,0,0,0
"19406",84,0,10,0,70,0
"19422",108,5,74,0,98,0
"19425",187,33,0,0,0,0
"19426",291,46,64,0,39,0
"19428",112,7,24,0,0,0
"19435",3,0,0,0,0,0
"19436",0,0,0,0,0,0
"19437",12,0,0,0,0,0
"19438",396,0,22,0,3,0
"19440",159,0,9,0,0,0
"19442",0,0,0,0,0,0
"19444",101,20,0,0,0,0
"19446",460,92,78,0,62,0
"19453",0,0,0,0,0,0
"19454",267,22,10,0,51,0
"19456",14,0,0,0,0,0
"19457",0,0,0,0,0,0
"19460",494,36,11,0,0,0
"19462",247,34,37,0,0,0
"19464",531,7,49,0,0,0
"19465",405,15,0,0,0,0
"19468",371,28,2,0,0,0
"19472",0,0,0,0,0,0
"19473",102,38,34,0,15,0
"19474",0,0,0,0,0,0
"19475",112,0,0,0,0,0
"19477",0,0,0,0,0,0
"19492",8,0,0,0,0,0
"19501",3,0,0,0,0,0
"19503",18,0,0,0,0,0
"19504",58,16,0,0,0,0
"19505",71,0,19,0,0,0
"19506",120,0,0,0,0,0
"19507",6,0,0,0,0,0
"19508",180,0,0,0,7,0
"19510",126,0,0,0,0,0
"19511",0,0,0,0,0,0
"19512",242,0,0,0,0,0
"19518",176,0,10,0,15,0
"19519",0,0,0,0,0,0
"19520",58,0,0,0,5,0
"19522",175,8,0,0,15,0
"19523",0,0,0,0,0,0
"19525",216,16,0,0,0,0
"19526",199,7,7,0,0,0
"19529",34,0,0,0,0,0
"19530",89,0,0,0,0,0
"19533",27,12,6,0,0,0
"19534",37,0,0,0,0,0
"19535",0,0,0,0,0,0
"19536",12,0,0,0,0,0
"19538",0,0,0,0,0,0
"19539",125,0,0,0,0,0
"19540",98,11,0,0,0,0
"19541",28,0,0,0,0,0
"19542",0,0,0,0,0,0
"19543",80,0,0,0,0,0
"19544",0,0,0,0,0,0
"19545",0,0,0,0,0,0
"19547",60,0,0,0,0,0
"19549",0,0,0,0,0,0
"19550",0,0,0,0,0,0
"19551",91,26,0,0,0,0
"19554",0,0,0,0,0,0
"19555",30,0,0,0,0,0
"19559",4,0,0,0,0,0
"19560",36,5,0,0,0,0
"19562",38,0,0,0,0,4
"19564",0,0,0,0,0,0
"19565",161,0,0,0,0,0
"19567",38,40,14,0,18,0
"19601",33,304,82,16,5,0
"19602",35,197,16,0,0,0
"19604",65,344,70,0,0,0
"19605",138,32,0,0,0,0
"19606",392,40,26,0,8,0
"19607",167,0,0,0,0,0
"19608",316,27,43,0,0,0
"19609",127,13,0,0,0,0
"19610",99,13,10,0,0,0
"19611",40,70,0,0,0,0
"19701",552,67,165,0,0,0
"19702",301,34,474,0,63,0
"19703",148,21,55,0,0,0
"19706",41,0,16,0,0,0
"19707",97,16,26,0,16,0
"19709",309,17,148,0,0,0
"19710",0,0,0,0,0,0
"19711",331,16,73,0,16,0
"19713",303,80,42,0,24,0
"19716",0,0,0,0,0,0
"19717",0,0,0,0,0,0
"19720",428,223,531,0,33,0
"19730",0,0,0,0,0,0
"19731",0,0,0,0,0,0
"19732",0,0,0,0,0,0
"19733",0,0,0,0,0,0
"19734",143,33,22,0,0,0
"19735",0,0,0,0,0,0
"19736",0,0,0,0,0,0
"19801",1,76,243,0,0,0
"19802",98,29,211,0,0,0
"19803",313,11,22,0,0,0
"19804",194,58,23,15,0,0
"19805",177,194,217,11,0,0
"19806",18,0,0,0,0,0
"19807",81,0,1,0,0,0
"19808",365,127,38,0,0,0
"19809",84,9,4,0,0,0
"19810",280,2,47,0,30,0
"19901",216,31,29,0,29,0
"19902",9,0,0,0,0,0
"19904",254,68,177,0,5,0
"19930",5,0,0,0,0,0
"19931",6,0,0,0,0,0
"19933",7,23,23,0,0,0
"19934",155,0,11,0,0,0
"19936",12,0,0,0,0,0
"19938",40,6,0,0,0,0
"19939",41,0,0,0,0,0
"19940",31,0,26,0,0,0
"19941",75,0,21,0,0,0
"19943",145,0,37,0,0,0
"19944",2,0,0,0,0,0
"19945",43,0,0,0,0,0
"19946",36,0,0,0,0,0
"19947",134,36,48,0,0,0
"19950",74,0,21,0,0,0
"19951",54,0,0,0,0,0
"19952",93,7,22,0,0,0
"19953",72,0,0,0,0,0
"19954",8,1,0,0,0,0
"19955",0,0,0,0,0,0
"19956",78,0,28,0,0,0
"19958",196,9,9,0,0,0
"19960",81,7,128,0,0,0
"19962",147,10,18,0,0,0
"19963",47,9,35,0,0,0
"19964",18,0,0,0,0,0
"19966",194,0,56,4,0,0
"19967",0,0,0,0,0,0
"19968",95,8,27,0,0,0
"19970",36,0,0,0,0,0
"19971",110,59,59,0,0,0
"19973",138,0,124,0,0,0
"19975",91,24,0,0,0,0
"19977",126,17,151,4,0,0
"19979",6,0,0,0,0,0
"20001",0,21,161,0,16,0
"20002",49,110,573,0,0,0
"20003",26,35,83,0,0,0
"20004",0,0,0,0,0,0
"20005",8,104,18,0,0,0
"20006",0,0,0,0,0,0
"20007",131,10,0,10,0,0
"20008",66,0,13,0,0,0
"20009",2,59,111,0,0,0
"20010",0,338,248,0,0,0
"20011",12,291,456,0,0,0
"20012",13,59,142,0,0,0
"20015",85,6,0,0,0,0
"20016",137,0,0,0,15,0
"20017",1,12,164,0,0,0
"20018",0,43,176,0,0,0
"20019",2,0,922,8,0,0
"20020",0,20,1258,0,0,0
"20024",0,0,20,0,0,0
"20032",16,8,628,0,0,0
"20036",0,0,0,0,0,0
"20037",0,0,0,0,24,0
"20045",0,0,0,0,0,0
"20052",0,0,0,0,0,0
"20053",0,0,0,0,0,0
"20057",0,0,0,0,0,0
"20064",0,0,0,0,0,0
"20105",23,0,52,0,112,0
"20106",43,0,0,0,0,0
"20109",74,295,149,12,13,0
"20110",300,118,169,0,45,0
"20111",272,161,43,0,19,0
"20112",306,9,45,19,32,0
"20115",46,0,0,0,0,0
"20117",2,0,5,0,0,0
"20118",0,0,0,0,0,0
"20119",12,0,0,0,0,0
"20120",365,133,61,0,147,0
"20121",154,29,86,0,99,0
"20124",194,23,23,0,42,0
"20129",13,0,0,0,0,0
"20130",0,0,0,0,0,0
"20132",314,69,0,0,10,0
"20135",10,0,0,0,0,0
"20136",87,144,34,0,116,0
"20137",25,6,0,0,0,0
"20139",0,0,0,0,0,0
"20141",74,16,27,0,8,0
"20143",0,0,0,0,0,0
"20144",15,0,0,0,0,0
"20147",468,238,27,4,104,0
"20148",280,63,0,0,78,0
"20151",260,178,26,0,112,0
"20152",220,22,59,0,62,0
"20155",235,20,5,0,7,0
"20158",59,0,0,0,0,0
"20164",327,350,63,5,55,0
"20165",480,81,33,0,81,0
"20166",32,23,32,0,47,0
"20169",250,36,36,0,14,0
"20170",187,38,78,0,34,0
"20171",294,41,113,0,95,0
"20175",234,16,45,0,20,13
"20176",336,156,16,0,19,0
"20180",133,7,5,0,0,0
"20181",118,0,0,0,0,0
"20184",0,0,0,0,0,0
"20186",177,0,0,0,0,0
"20187",198,8,12,0,0,0
"20190",71,80,51,0,27,0
"20191",96,111,26,0,48,0
"20194",131,55,0,0,0,0
"20197",0,0,0,0,0,0
"20198",2,0,0,0,0,0
"20202",0,0,0,0,0,0
"20204",0,0,0,0,0,0
"20228",0,0,0,0,0,0
"20230",0,0,0,0,0,0
"20240",0,0,0,0,0,0
"20245",0,0,0,0,0,0
"20260",0,0,0,0,0,0
"20307",0,0,0,0,0,0
"20317",0,0,0,0,0,0
"20319",0,0,0,0,0,0
"20373",0,0,0,0,0,0
"20390",0,0,0,0,0,0
"20405",0,0,0,0,0,0
"20418",0,0,0,0,0,0
"20427",0,0,0,0,0,0
"20506",0,0,0,0,0,0
"20510",0,0,0,0,0,0
"20520",0,0,0,0,0,0
"20535",0,0,0,0,0,0
"20540",0,0,0,0,0,0
"20551",0,0,0,0,0,0
"20553",0,0,0,0,0,0
"20560",0,0,0,0,0,0
"20565",0,0,0,0,0,0
"20566",0,0,0,0,0,0
"20593",0,0,0,0,0,0
"20601",95,0,422,0,11,0
"20602",65,0,316,0,26,0
"20603",136,27,296,0,52,0
"20606",0,0,0,0,0,0
"20607",11,0,81,0,0,0
"20608",0,0,11,0,0,0
"20609",22,0,0,0,0,0
"20611",31,0,5,0,0,0
"20612",0,0,0,0,0,0
"20613",80,0,268,0,0,0
"20615",0,0,0,0,0,0
"20616",75,0,103,0,0,0
"20617",39,0,0,0,0,0
"20618",9,0,0,0,0,0
"20619",113,17,0,0,0,0
"20620",0,0,13,0,0,0
"20621",0,0,0,0,0,0
"20622",98,0,0,0,0,0
"20623",0,19,79,0,0,0
"20624",13,0,0,0,0,0
"20625",0,0,0,0,0,0
"20626",0,0,0,0,0,0
"20628",0,0,0,0,0,0
"20629",0,0,0,0,0,0
"20630",0,0,0,0,0,0
"20632",19,0,0,0,0,0
"20634",45,0,35,0,0,0
"20636",139,0,24,0,10,0
"20637",31,22,0,0,0,0
"20639",368,0,65,12,0,0
"20640",29,27,195,0,0,0
"20645",0,11,21,0,0,0
"20646",278,29,95,0,0,0
"20650",207,0,0,0,12,0
"20653",150,84,180,22,0,0
"20657",244,37,87,0,0,0
"20658",4,0,0,0,0,0
"20659",270,33,18,0,0,0
"20660",0,0,0,0,0,0
"20662",29,0,17,0,0,0
"20664",7,0,14,0,0,0
"20667",0,0,0,0,0,0
"20670",4,0,0,0,0,0
"20674",6,0,0,0,0,0
"20675",30,0,0,0,0,0
"20676",15,0,10,0,0,0
"20677",41,0,22,0,0,0
"20678",51,0,89,0,0,0
"20680",0,0,0,0,0,0
"20684",0,0,0,0,0,0
"20685",96,15,20,0,0,0
"20686",0,0,0,0,0,0
"20687",27,0,0,0,0,0
"20688",0,0,0,0,0,0
"20689",9,0,0,0,0,0
"20690",0,0,0,0,0,0
"20692",0,0,0,0,0,0
"20693",25,0,0,0,0,0
"20695",79,0,16,0,0,0
"20701",4,0,4,0,0,0
"20705",28,74,131,0,53,0
"20706",43,58,438,0,24,0
"20707",24,62,125,0,74,0
"20708",23,7,172,0,0,0
"20710",0,6,29,0,0,0
"20711",66,109,11,0,0,0
"20712",0,27,10,0,0,0
"20714",57,0,0,0,0,0
"20715",90,24,142,0,0,0
"20716",70,44,214,0,3,0
"20720",34,0,223,0,14,0
"20721",27,0,467,0,23,0
"20722",4,30,5,0,0,0
"20723",171,37,178,0,58,0
"20724",17,0,145,0,0,0
"20732",152,12,0,0,0,0
"20733",18,0,0,0,0,0
"20735",0,28,725,0,10,0
"20736",112,8,59,0,0,0
"20737",37,40,83,0,0,0
"20740",38,67,38,0,20,0
"20742",0,0,0,0,0,0
"20743",0,22,651,0,6,0
"20744",46,111,551,0,5,0
"20745",0,123,507,0,16,0
"20746",0,5,571,0,0,0
"20747",14,10,496,0,0,0
"20748",0,10,423,0,0,0
"20751",9,0,0,0,0,0
"20754",101,0,14,0,0,0
"20755",56,10,4,0,0,0
"20758",26,0,0,0,0,0
"20759",21,0,0,0,0,0
"20762",5,0,0,0,0,0
"20763",13,0,0,0,0,0
"20764",63,0,0,0,0,0
"20765",12,0,0,0,0,0
"20769",0,21,101,0,0,0
"20770",25,33,508,0,19,0
"20772",32,15,679,0,0,0
"20774",14,0,747,0,0,0
"20776",36,0,0,0,0,0
"20777",54,0,0,0,0,0
"20778",33,0,1,0,0,0
"20779",12,0,0,0,0,0
"20781",3,51,92,0,0,0
"20782",6,226,287,0,6,0
"20783",5,279,175,11,6,0
"20784",11,195,328,0,0,0
"20785",6,104,630,0,0,0
"20794",42,4,153,0,14,0
"20812",10,2,2,0,0,0
"20814",308,22,0,0,13,0
"20815",323,55,25,0,17,0
"20816",225,43,0,0,34,0
"20817",258,35,34,0,47,0
"20818",0,0,0,0,0,0
"20832",304,61,159,0,56,0
"20833",115,0,43,0,0,0
"20837",119,0,1,0,0,0
"20838",8,0,0,0,0,0
"20839",0,0,0,0,0,0
"20841",55,16,18,0,94,0
"20842",18,0,0,0,0,0
"20850",307,19,87,0,141,0
"20851",67,68,76,0,5,0
"20852",258,54,86,0,33,0
"20853",205,106,0,0,36,0
"20854",576,14,13,0,209,0
"20855",122,8,101,0,113,0
"20860",12,0,46,0,0,0
"20861",58,0,0,0,0,0
"20862",0,0,0,0,0,0
"20866",67,14,217,0,30,0
"20868",0,0,12,0,0,0
"20871",115,35,40,0,71,0
"20872",174,52,20,0,31,0
"20874",249,272,237,0,52,0
"20876",138,100,138,0,34,0
"20877",58,301,102,0,90,0
"20878",360,71,134,21,217,0
"20879",69,242,54,0,33,0
"20880",3,0,0,0,0,0
"20882",164,11,15,0,10,0
"20886",220,130,135,0,40,0
"20895",178,49,11,6,0,0
"20896",4,0,0,0,0,0
"20899",0,0,0,0,0,0
"20901",178,219,25,9,41,0
"20902",268,198,110,0,110,0
"20903",37,319,103,0,9,0
"20904",204,225,466,0,56,0
"20905",152,108,162,0,6,0
"20906",147,383,371,0,45,0
"20910",180,58,222,0,0,0
"20912",53,110,179,0,0,0
"21001",128,57,97,0,0,0
"21005",6,0,17,0,0,0
"21009",311,13,76,0,11,0
"21010",0,0,0,0,0,0
"21012",339,11,0,0,0,0
"21013",108,0,0,0,28,0
"21014",550,0,0,0,31,0
"21015",473,128,70,0,32,0
"21017",33,65,0,0,0,0
"21028",80,0,0,0,0,0
"21029",259,11,0,0,49,0
"21030",168,10,42,0,36,0
"21031",0,0,0,0,0,0
"21032",122,16,9,0,13,0
"21034",59,0,0,0,0,0
"21035",96,0,0,0,10,0
"21036",45,0,0,0,0,0
"21037",265,18,0,11,0,0
"21040",31,0,332,0,0,0
"21042",460,57,80,0,145,0
"21043",596,99,109,0,218,0
"21044",225,85,168,19,21,0
"21045",304,129,151,0,63,0
"21046",52,15,26,0,19,0
"21047",85,0,0,0,0,0
"21048",137,14,0,0,9,0
"21050",293,0,11,0,0,0
"21051",0,0,0,0,0,0
"21052",0,0,0,0,0,0
"21053",10,7,0,0,0,0
"21054",105,0,22,0,9,0
"21056",0,0,0,0,0,0
"21057",45,0,6,0,0,0
"21060",173,36,35,0,14,0
"21061",290,0,356,0,0,0
"21071",0,0,0,0,0,0
"21074",173,15,0,0,0,0
"21075",189,102,96,0,16,0
"21076",91,0,11,0,22,0
"21077",0,0,0,0,0,0
"21078",116,0,11,12,0,0
"21082",0,0,0,0,0,0
"21084",120,0,0,0,0,0
"21085",92,0,30,0,10,0
"21087",118,0,0,0,0,0
"21090",100,0,0,0,0,0
"21093",409,27,27,0,4,0
"21102",152,0,0,0,0,0
"21104",87,0,0,0,0,0
"21105",0,0,0,0,0,0
"21108",247,83,0,0,0,0
"21111",95,0,0,0,12,0
"21113",180,42,326,0,0,0
"21114",259,0,45,0,0,0
"21117",217,46,243,0,30,0
"21120",106,0,0,31,0,0
"21122",690,82,96,0,0,0
"21128",98,0,122,0,5,0
"21130",0,17,0,0,0,0
"21131",141,0,0,0,27,0
"21132",13,0,0,0,0,0
"21133",48,0,442,0,0,0
"21136",272,30,115,0,0,0
"21140",13,0,0,0,0,0
"21144",214,0,251,0,62,0
"21146",489,0,40,0,39,0
"21152",93,0,0,0,0,0
"21153",0,0,0,0,0,0
"21154",146,0,0,0,0,0
"21155",46,0,0,0,0,0
"21156",0,0,0,0,0,0
"21157",566,22,22,0,10,0
"21158",340,0,0,0,0,0
"21160",30,0,0,0,0,0
"21161",104,0,0,0,0,0
"21162",0,0,0,0,0,0
"21163",73,0,66,0,42,0
"21201",0,0,205,0,20,0
"21202",18,0,275,0,0,0
"21204",137,0,19,20,0,0
"21205",7,45,297,23,0,0
"21206",98,0,567,9,20,0
"21207",32,0,640,0,0,0
"21208",133,19,222,0,31,0
"21209",139,11,30,0,4,0
"21210",55,14,0,0,5,0
"21211",40,0,15,0,0,0
"21212",140,30,280,0,6,0
"21213",33,0,433,0,0,0
"21214",25,0,158,30,0,0
"21215",123,38,764,19,0,48
"21216",1,37,469,0,0,0
"21217",4,0,730,0,0,0
"21218",37,10,701,45,26,0
"21219",227,0,0,0,0,0
"21220",287,113,152,0,0,0
"21221",162,8,115,0,10,0
"21222",520,47,51,15,55,0
"21223",6,0,396,32,0,0
"21224",150,64,291,38,0,0
"21225",172,0,154,0,0,0
"21226",31,0,93,0,0,0
"21227",186,0,85,10,8,0
"21228",272,7,195,0,16,0
"21229",47,17,542,18,11,0
"21230",69,9,173,0,19,0
"21231",14,25,112,0,4,0
"21234",455,8,404,0,41,0
"21236",411,10,61,0,45,0
"21237",259,46,130,0,16,11
"21239",42,0,289,0,0,0
"21240",0,0,0,0,0,0
"21244",12,11,378,0,36,0
"21250",0,0,0,0,0,0
"21251",0,0,0,0,0,0
"21252",0,0,0,0,0,0
"21286",154,19,78,0,4,0
"21401",244,92,24,0,103,0
"21402",36,0,4,0,0,0
"21403",135,174,76,0,15,0
"21405",5,0,0,0,0,0
"21409",303,63,0,0,0,0
"21502",346,18,170,0,0,0
"21520",21,0,0,0,0,0
"21521",24,0,0,0,0,0
"21522",0,0,0,0,0,0
"21523",0,0,0,0,0,0
"21524",5,0,0,0,0,0
"21529",20,0,0,0,0,0
"21530",13,0,2,0,0,0
"21531",31,0,0,0,0,0
"21532",206,0,0,0,0,0
"21536",31,4,0,0,0,0
"21538",24,0,0,0,0,0
"21539",33,0,0,0,0,0
"21540",4,0,0,0,0,0
"21541",9,0,0,0,0,0
"21542",7,0,0,0,0,0
"21543",0,0,0,0,0,0
"21545",9,0,0,0,0,0
"21550",202,6,0,0,0,0
"21555",12,0,0,0,0,0
"21557",24,0,0,0,0,0
"21561",46,0,0,0,0,0
"21562",13,0,0,0,0,0
"21601",151,51,100,0,12,0
"21607",1,0,0,0,0,0
"21610",0,0,0,0,0,0
"21612",6,0,0,0,0,0
"21613",93,0,115,0,0,0
"21617",172,0,0,0,0,0
"21619",48,0,0,0,7,0
"21620",0,0,32,0,0,0
"21622",0,0,0,0,0,0
"21623",12,0,0,0,0,0
"21624",0,0,0,0,0,0
"21625",29,0,0,0,0,0
"21626",0,0,0,0,0,0
"21627",0,0,0,0,0,0
"21628",0,0,0,0,0,0
"21629",78,0,92,0,0,0
"21631",47,0,6,0,0,0
"21632",123,4,7,0,0,0
"21634",0,0,0,0,0,0
"21635",11,0,0,0,0,0
"21636",2,0,6,0,0,0
"21638",26,0,0,0,0,0
"21639",75,0,47,0,0,0
"21640",0,0,0,0,0,0
"21641",0,0,0,0,0,0
"21643",38,0,0,0,0,0
"21644",0,0,0,0,0,0
"21645",0,0,0,0,0,0
"21647",0,0,0,0,0,0
"21648",0,0,0,0,0,0
"21649",39,20,0,0,0,0
"21650",0,0,0,0,0,0
"21651",24,0,0,0,0,0
"21652",0,0,0,0,0,0
"21653",0,0,0,0,0,0
"21654",0,0,0,0,0,0
"21655",43,0,26,0,0,0
"21657",14,0,0,0,0,0
"21658",83,0,0,0,0,0
"21659",21,0,21,0,0,0
"21660",31,8,16,0,7,0
"21661",38,0,0,0,0,0
"21662",13,0,14,0,0,0
"21663",26,0,0,0,0,0
"21664",2,5,0,0,0,0
"21665",0,0,0,0,0,0
"21666",282,0,0,0,0,0
"21667",0,0,0,0,0,0
"21668",50,0,0,0,0,0
"21669",0,0,0,0,0,0
"21671",7,0,0,0,0,0
"21672",0,0,0,0,0,0
"21673",54,0,3,0,0,0
"21675",0,0,0,0,0,0
"21676",0,0,0,0,0,0
"21677",15,0,0,0,0,0
"21678",6,0,0,0,0,0
"21679",0,0,0,0,0,0
"21701",395,10,57,0,29,0
"21702",296,81,131,7,0,0
"21703",280,82,84,0,54,0
"21704",97,14,33,0,6,0
"21705",0,0,0,0,0,0
"21710",55,0,8,0,0,0
"21711",33,0,0,0,0,0
"21713",114,0,5,0,0,0
"21714",0,0,0,0,0,0
"21716",64,0,0,0,0,0
"21717",0,0,0,0,0,0
"21718",0,0,0,0,0,0
"21719",23,0,1,0,0,0
"21722",49,3,0,0,0,0
"21723",12,0,0,0,20,0
"21727",30,0,0,0,0,0
"21733",12,0,0,0,0,0
"21734",40,0,0,0,0,0
"21737",44,0,0,0,34,0
"21738",76,0,0,0,14,0
"21740",591,81,211,0,0,0
"21742",305,18,114,0,18,0
"21746",30,0,75,0,0,0
"21750",18,0,0,0,0,0
"21754",194,0,0,0,0,0
"21755",48,0,17,0,0,0
"21756",61,0,0,0,0,0
"21757",48,0,13,0,0,0
"21758",49,10,0,10,0,0
"21762",0,0,0,0,0,0
"21766",0,0,0,0,0,0
"21767",0,0,0,0,0,0
"21769",199,51,14,0,0,0
"21770",140,46,0,0,0,0
"21771",418,8,0,15,0,0
"21773",122,0,5,0,0,0
"21774",165,8,20,0,0,0
"21776",87,14,9,0,0,0
"21777",10,0,4,0,0,0
"21778",0,0,0,0,0,0
"21779",0,9,0,0,0,0
"21780",31,0,6,0,0,0
"21781",0,0,0,0,0,0
"21782",84,0,0,0,0,0
"21783",103,0,0,0,0,0
"21784",519,11,55,0,0,0
"21787",147,0,8,0,20,0
"21788",86,0,9,0,0,0
"21790",0,0,0,0,0,0
"21791",14,0,0,0,0,0
"21793",141,5,0,0,35,0
"21794",43,34,16,0,0,0
"21795",121,0,2,0,0,0
"21797",184,0,1,0,0,0
"21798",60,8,0,0,0,0
"21801",116,10,164,0,17,0
"21802",0,0,0,0,0,0
"21804",183,0,201,0,0,0
"21810",0,0,0,0,0,0
