"","county","state","county_12th_hispanic","county_12th_white","county_12th_black","county_12th_native","county_12th_asianPI","id","total"
"679","Rock Island"," Illinois",361,1269,303,0,25,"Rock Island, Illinois",1958
"680","St. Clair"," Illinois",230,2112,1281,0,53,"St. Clair, Illinois",3676
"681","Saline"," Illinois",2,246,25,0,0,"Saline, Illinois",273
"682","Sangamon"," Illinois",133,1889,555,5,14,"Sangamon, Illinois",2596
"683","Schuyler"," Illinois",0,70,0,0,0,"Schuyler, Illinois",70
"684","Scott"," Illinois",0,78,0,0,0,"Scott, Illinois",78
"685","Shelby"," Illinois",0,361,3,0,8,"Shelby, Illinois",372
"686","Stark"," Illinois",2,88,0,0,0,"Stark, Illinois",90
"687","Stephenson"," Illinois",27,484,166,0,0,"Stephenson, Illinois",677
"688","Tazewell"," Illinois",78,1521,17,0,7,"Tazewell, Illinois",1623
"689","Union"," Illinois",10,122,26,0,0,"Union, Illinois",158
"690","Vermilion"," Illinois",19,704,223,0,20,"Vermilion, Illinois",966
"691","Wabash"," Illinois",0,176,0,0,0,"Wabash, Illinois",176
"692","Warren"," Illinois",24,141,22,0,0,"Warren, Illinois",187
"693","Washington"," Illinois",6,176,3,0,0,"Washington, Illinois",185
"694","Wayne"," Illinois",0,159,0,0,0,"Wayne, Illinois",159
"695","White"," Illinois",2,236,0,0,0,"White, Illinois",238
"696","Whiteside"," Illinois",106,508,23,10,0,"Whiteside, Illinois",647
"697","Will"," Illinois",2311,7624,1909,49,579,"Will, Illinois",12472
"698","Williamson"," Illinois",30,645,113,0,0,"Williamson, Illinois",788
"699","Winnebago"," Illinois",502,2576,781,21,59,"Winnebago, Illinois",3939
"700","Woodford"," Illinois",22,549,20,0,0,"Woodford, Illinois",591
"701","Adams"," Indiana",10,343,15,0,0,"Adams, Indiana",368
"702","Allen"," Indiana",536,4079,890,12,196,"Allen, Indiana",5713
"703","Bartholomew"," Indiana",107,1008,62,0,11,"Bartholomew, Indiana",1188
"704","Benton"," Indiana",2,120,0,0,0,"Benton, Indiana",122
"705","Blackford"," Indiana",13,168,5,0,0,"Blackford, Indiana",186
"706","Boone"," Indiana",23,868,19,10,59,"Boone, Indiana",979
"707","Brown"," Indiana",0,262,3,0,0,"Brown, Indiana",265
"708","Carroll"," Indiana",9,306,0,0,0,"Carroll, Indiana",315
"709","Cass"," Indiana",32,551,11,0,19,"Cass, Indiana",613
"710","Clark"," Indiana",118,1306,86,0,65,"Clark, Indiana",1575
"711","Clay"," Indiana",0,479,0,0,6,"Clay, Indiana",485
"712","Clinton"," Indiana",47,441,62,0,0,"Clinton, Indiana",550
"713","Crawford"," Indiana",0,118,0,14,0,"Crawford, Indiana",132
"714","Daviess"," Indiana",0,315,18,0,13,"Daviess, Indiana",346
"715","Dearborn"," Indiana",59,741,0,0,14,"Dearborn, Indiana",814
"716","Decatur"," Indiana",0,391,10,0,0,"Decatur, Indiana",401
"717","DeKalb"," Indiana",44,469,0,0,0,"DeKalb, Indiana",513
"718","Delaware"," Indiana",82,1033,74,0,17,"Delaware, Indiana",1206
"719","Dubois"," Indiana",111,597,0,0,0,"Dubois, Indiana",708
"720","Elkhart"," Indiana",321,2245,154,0,39,"Elkhart, Indiana",2759
"721","Fayette"," Indiana",0,326,5,0,0,"Fayette, Indiana",331
"722","Floyd"," Indiana",1,898,29,0,11,"Floyd, Indiana",939
"723","Fountain"," Indiana",0,278,0,0,0,"Fountain, Indiana",278
"724","Franklin"," Indiana",13,570,1,0,0,"Franklin, Indiana",584
"725","Fulton"," Indiana",5,305,0,0,0,"Fulton, Indiana",310
"726","Gibson"," Indiana",28,333,24,0,0,"Gibson, Indiana",385
"727","Grant"," Indiana",103,827,71,0,0,"Grant, Indiana",1001
"728","Greene"," Indiana",10,390,2,0,0,"Greene, Indiana",402
"729","Hamilton"," Indiana",223,3765,214,0,146,"Hamilton, Indiana",4348
"730","Hancock"," Indiana",34,790,100,0,0,"Hancock, Indiana",924
"731","Harrison"," Indiana",0,574,0,0,0,"Harrison, Indiana",574
"732","Hendricks"," Indiana",93,2035,321,0,51,"Hendricks, Indiana",2500
"733","Henry"," Indiana",0,863,52,0,0,"Henry, Indiana",915
"734","Howard"," Indiana",35,808,199,0,40,"Howard, Indiana",1082
"735","Huntington"," Indiana",3,553,0,0,0,"Huntington, Indiana",556
"736","Jackson"," Indiana",35,408,1,0,0,"Jackson, Indiana",444
"737","Jasper"," Indiana",42,482,13,0,0,"Jasper, Indiana",537
"738","Jay"," Indiana",0,234,1,0,0,"Jay, Indiana",235
"739","Jefferson"," Indiana",13,265,24,0,0,"Jefferson, Indiana",302
"740","Jennings"," Indiana",30,496,0,0,0,"Jennings, Indiana",526
"741","Johnson"," Indiana",80,1788,10,0,57,"Johnson, Indiana",1935
"742","Knox"," Indiana",0,261,0,0,0,"Knox, Indiana",261
"743","Kosciusko"," Indiana",124,914,8,0,36,"Kosciusko, Indiana",1082
"744","LaGrange"," Indiana",50,228,0,0,0,"LaGrange, Indiana",278
"745","Lake"," Indiana",1632,2987,2513,36,102,"Lake, Indiana",7270
"746","LaPorte"," Indiana",102,1220,503,0,26,"LaPorte, Indiana",1851
"747","Lawrence"," Indiana",0,531,7,0,18,"Lawrence, Indiana",556
"748","Madison"," Indiana",56,1405,186,0,9,"Madison, Indiana",1656
"749","Marion"," Indiana",1156,5917,4910,73,273,"Marion, Indiana",12329
"750","Marshall"," Indiana",122,483,15,0,0,"Marshall, Indiana",620
"751","Martin"," Indiana",0,115,0,0,0,"Martin, Indiana",115
"752","Miami"," Indiana",0,415,64,0,0,"Miami, Indiana",479
"753","Monroe"," Indiana",47,849,60,0,72,"Monroe, Indiana",1028
"754","Montgomery"," Indiana",47,378,0,0,0,"Montgomery, Indiana",425
"755","Morgan"," Indiana",28,813,20,0,0,"Morgan, Indiana",861
"756","Newton"," Indiana",36,178,0,0,0,"Newton, Indiana",214
"757","Noble"," Indiana",23,718,7,0,9,"Noble, Indiana",757
"758","Ohio"," Indiana",0,51,0,0,0,"Ohio, Indiana",51
"759","Orange"," Indiana",11,236,0,0,0,"Orange, Indiana",247
"760","Owen"," Indiana",3,259,0,0,0,"Owen, Indiana",262
"761","Parke"," Indiana",9,233,84,0,0,"Parke, Indiana",326
"762","Perry"," Indiana",0,333,0,0,0,"Perry, Indiana",333
"763","Pike"," Indiana",0,115,0,0,0,"Pike, Indiana",115
"764","Porter"," Indiana",227,1934,85,9,42,"Porter, Indiana",2297
"765","Posey"," Indiana",39,404,12,0,0,"Posey, Indiana",455
"766","Pulaski"," Indiana",4,162,0,0,9,"Pulaski, Indiana",175
"767","Putnam"," Indiana",0,587,73,0,0,"Putnam, Indiana",660
"768","Randolph"," Indiana",8,196,7,0,0,"Randolph, Indiana",211
"769","Ripley"," Indiana",0,490,0,0,0,"Ripley, Indiana",490
"770","Rush"," Indiana",0,174,0,0,0,"Rush, Indiana",174
"771","St. Joseph"," Indiana",339,2243,703,8,120,"St. Joseph, Indiana",3413
"772","Scott"," Indiana",0,329,0,0,0,"Scott, Indiana",329
"773","Shelby"," Indiana",21,603,1,30,0,"Shelby, Indiana",655
"774","Spencer"," Indiana",13,315,0,0,0,"Spencer, Indiana",328
"775","Starke"," Indiana",51,338,0,0,0,"Starke, Indiana",389
"776","Steuben"," Indiana",5,451,0,0,0,"Steuben, Indiana",456
"777","Sullivan"," Indiana",0,185,8,0,0,"Sullivan, Indiana",193
"778","Switzerland"," Indiana",0,156,0,0,0,"Switzerland, Indiana",156
"779","Tippecanoe"," Indiana",165,941,106,3,66,"Tippecanoe, Indiana",1281
"780","Tipton"," Indiana",0,255,0,0,0,"Tipton, Indiana",255
"781","Union"," Indiana",16,90,0,0,0,"Union, Indiana",106
"782","Vanderburgh"," Indiana",34,1270,258,0,0,"Vanderburgh, Indiana",1562
"783","Vermillion"," Indiana",0,199,0,0,0,"Vermillion, Indiana",199
"784","Vigo"," Indiana",3,938,179,0,26,"Vigo, Indiana",1146
"785","Wabash"," Indiana",1,360,0,0,0,"Wabash, Indiana",361
"786","Warren"," Indiana",0,166,0,0,0,"Warren, Indiana",166
"787","Warrick"," Indiana",34,723,0,0,25,"Warrick, Indiana",782
"788","Washington"," Indiana",10,316,0,0,0,"Washington, Indiana",326
"789","Wayne"," Indiana",15,695,35,0,31,"Wayne, Indiana",776
"790","Wells"," Indiana",11,395,0,0,14,"Wells, Indiana",420
"791","White"," Indiana",7,239,0,0,0,"White, Indiana",246
"792","Whitley"," Indiana",13,430,3,0,0,"Whitley, Indiana",446
"793","Adair"," Iowa",0,180,0,2,0,"Adair, Iowa",182
"794","Adams"," Iowa",0,62,1,0,0,"Adams, Iowa",63
"795","Allamakee"," Iowa",10,257,0,0,1,"Allamakee, Iowa",268
"796","Appanoose"," Iowa",7,120,2,2,3,"Appanoose, Iowa",134
"797","Audubon"," Iowa",0,86,0,0,0,"Audubon, Iowa",86
"798","Benton"," Iowa",6,504,12,0,0,"Benton, Iowa",522
"799","Black Hawk"," Iowa",69,1120,407,8,34,"Black Hawk, Iowa",1638
"800","Boone"," Iowa",0,366,60,0,0,"Boone, Iowa",426
"801","Bremer"," Iowa",14,479,0,0,0,"Bremer, Iowa",493
"802","Buchanan"," Iowa",0,348,1,6,0,"Buchanan, Iowa",355
"803","Buena Vista"," Iowa",102,204,7,0,52,"Buena Vista, Iowa",365
"804","Butler"," Iowa",19,177,0,0,0,"Butler, Iowa",196
"805","Calhoun"," Iowa",4,121,59,0,0,"Calhoun, Iowa",184
"806","Carroll"," Iowa",0,320,0,0,0,"Carroll, Iowa",320
"807","Cass"," Iowa",3,156,0,2,0,"Cass, Iowa",161
"808","Cedar"," Iowa",0,322,0,0,0,"Cedar, Iowa",322
"809","Cerro Gordo"," Iowa",11,444,19,0,80,"Cerro Gordo, Iowa",554
"810","Cherokee"," Iowa",2,172,2,0,1,"Cherokee, Iowa",177
"811","Chickasaw"," Iowa",4,181,0,0,6,"Chickasaw, Iowa",191
"812","Clarke"," Iowa",0,107,0,0,0,"Clarke, Iowa",107
"813","Clay"," Iowa",0,292,0,1,10,"Clay, Iowa",303
"814","Clayton"," Iowa",7,190,0,0,0,"Clayton, Iowa",197
"815","Clinton"," Iowa",40,650,12,0,7,"Clinton, Iowa",709
"816","Crawford"," Iowa",128,232,19,8,0,"Crawford, Iowa",387
"817","Dallas"," Iowa",81,795,2,0,20,"Dallas, Iowa",898
"818","Davis"," Iowa",0,97,0,0,0,"Davis, Iowa",97
"819","Decatur"," Iowa",0,124,0,0,0,"Decatur, Iowa",124
"820","Delaware"," Iowa",0,342,0,0,0,"Delaware, Iowa",342
"821","Des Moines"," Iowa",10,469,32,14,0,"Des Moines, Iowa",525
"822","Dickinson"," Iowa",0,91,1,0,0,"Dickinson, Iowa",92
"823","Dubuque"," Iowa",22,1032,3,0,4,"Dubuque, Iowa",1061
"824","Emmet"," Iowa",20,62,0,0,0,"Emmet, Iowa",82
"825","Fayette"," Iowa",13,315,0,8,0,"Fayette, Iowa",336
"826","Floyd"," Iowa",18,221,0,0,0,"Floyd, Iowa",239
"827","Franklin"," Iowa",3,131,3,0,0,"Franklin, Iowa",137
"828","Fremont"," Iowa",0,114,0,0,0,"Fremont, Iowa",114
"829","Greene"," Iowa",9,139,0,0,0,"Greene, Iowa",148
"830","Grundy"," Iowa",0,187,0,0,0,"Grundy, Iowa",187
"831","Guthrie"," Iowa",0,118,5,0,0,"Guthrie, Iowa",123
"832","Hamilton"," Iowa",42,176,0,0,0,"Hamilton, Iowa",218
"833","Hancock"," Iowa",10,143,0,0,7,"Hancock, Iowa",160
"834","Hardin"," Iowa",25,234,25,0,0,"Hardin, Iowa",284
"835","Harrison"," Iowa",0,313,0,0,0,"Harrison, Iowa",313
"836","Henry"," Iowa",0,229,5,0,0,"Henry, Iowa",234
"837","Howard"," Iowa",0,81,0,0,0,"Howard, Iowa",81
"838","Humboldt"," Iowa",1,87,1,0,1,"Humboldt, Iowa",90
"839","Ida"," Iowa",2,74,0,0,0,"Ida, Iowa",76
"840","Iowa"," Iowa",22,241,0,1,0,"Iowa, Iowa",264
"841","Jackson"," Iowa",60,308,0,0,2,"Jackson, Iowa",370
"842","Jasper"," Iowa",16,472,32,14,0,"Jasper, Iowa",534
"843","Jefferson"," Iowa",0,170,0,0,58,"Jefferson, Iowa",228
"844","Johnson"," Iowa",263,879,220,0,38,"Johnson, Iowa",1400
"845","Jones"," Iowa",37,203,15,0,0,"Jones, Iowa",255
"846","Keokuk"," Iowa",0,124,0,0,0,"Keokuk, Iowa",124
"847","Kossuth"," Iowa",12,199,0,0,2,"Kossuth, Iowa",213
"848","Lee"," Iowa",75,441,1,26,0,"Lee, Iowa",543
"849","Linn"," Iowa",92,2160,155,0,16,"Linn, Iowa",2423
"850","Louisa"," Iowa",35,107,0,0,0,"Louisa, Iowa",142
"851","Lucas"," Iowa",7,54,0,0,0,"Lucas, Iowa",61
"852","Lyon"," Iowa",6,113,0,0,3,"Lyon, Iowa",122
"853","Madison"," Iowa",7,175,2,0,0,"Madison, Iowa",184
"854","Mahaska"," Iowa",0,272,0,0,0,"Mahaska, Iowa",272
"855","Marion"," Iowa",0,374,0,0,2,"Marion, Iowa",376
"856","Marshall"," Iowa",173,426,0,0,0,"Marshall, Iowa",599
"857","Mills"," Iowa",65,245,0,0,0,"Mills, Iowa",310
"858","Mitchell"," Iowa",0,62,0,0,0,"Mitchell, Iowa",62
"859","Monona"," Iowa",4,102,0,0,0,"Monona, Iowa",106
"860","Monroe"," Iowa",0,200,0,0,0,"Monroe, Iowa",200
"861","Montgomery"," Iowa",45,167,0,0,0,"Montgomery, Iowa",212
"862","Muscatine"," Iowa",88,598,0,15,0,"Muscatine, Iowa",701
"863","O'Brien"," Iowa",15,221,0,0,16,"O'Brien, Iowa",252
"864","Osceola"," Iowa",0,50,2,0,0,"Osceola, Iowa",52
"865","Page"," Iowa",64,251,26,0,6,"Page, Iowa",347
"866","Palo Alto"," Iowa",0,105,0,0,0,"Palo Alto, Iowa",105
"867","Plymouth"," Iowa",18,495,0,0,0,"Plymouth, Iowa",513
"868","Pocahontas"," Iowa",0,128,0,0,0,"Pocahontas, Iowa",128
"869","Polk"," Iowa",570,4515,412,0,248,"Polk, Iowa",5745
"870","Pottawattamie"," Iowa",36,1188,24,20,0,"Pottawattamie, Iowa",1268
"871","Poweshiek"," Iowa",7,238,8,0,0,"Poweshiek, Iowa",253
"872","Ringgold"," Iowa",0,56,0,0,0,"Ringgold, Iowa",56
"873","Sac"," Iowa",5,88,0,5,0,"Sac, Iowa",98
"874","Scott"," Iowa",231,1555,296,1,78,"Scott, Iowa",2161
"875","Shelby"," Iowa",0,137,0,0,0,"Shelby, Iowa",137
"876","Sioux"," Iowa",27,322,2,0,0,"Sioux, Iowa",351
"877","Story"," Iowa",19,520,69,0,34,"Story, Iowa",642
"878","Tama"," Iowa",15,298,6,36,0,"Tama, Iowa",355
"879","Taylor"," Iowa",4,65,0,0,0,"Taylor, Iowa",69
"880","Union"," Iowa",0,200,0,0,0,"Union, Iowa",200
"881","Van Buren"," Iowa",0,75,0,0,0,"Van Buren, Iowa",75
"882","Wapello"," Iowa",77,384,17,0,0,"Wapello, Iowa",478
"883","Warren"," Iowa",41,509,0,0,0,"Warren, Iowa",550
"884","Washington"," Iowa",10,269,0,0,0,"Washington, Iowa",279
"885","Wayne"," Iowa",4,98,0,0,10,"Wayne, Iowa",112
"886","Webster"," Iowa",39,410,128,1,9,"Webster, Iowa",587
"887","Winnebago"," Iowa",22,170,4,0,0,"Winnebago, Iowa",196
"888","Winneshiek"," Iowa",0,178,0,0,23,"Winneshiek, Iowa",201
"889","Woodbury"," Iowa",331,1139,21,89,59,"Woodbury, Iowa",1639
"890","Worth"," Iowa",0,50,0,0,0,"Worth, Iowa",50
"891","Wright"," Iowa",19,135,0,0,0,"Wright, Iowa",154
"892","Allen"," Kansas",2,200,0,0,0,"Allen, Kansas",202
"893","Anderson"," Kansas",0,72,0,0,0,"Anderson, Kansas",72
"894","Atchison"," Kansas",1,178,7,24,0,"Atchison, Kansas",210
"895","Barber"," Kansas",0,47,0,0,0,"Barber, Kansas",47
"896","Barton"," Kansas",68,453,8,0,6,"Barton, Kansas",535
"897","Bourbon"," Kansas",7,235,0,0,7,"Bourbon, Kansas",249
"898","Brown"," Kansas",0,104,4,8,0,"Brown, Kansas",116
"899","Butler"," Kansas",17,1228,139,0,8,"Butler, Kansas",1392
"900","Chase"," Kansas",0,68,0,0,0,"Chase, Kansas",68
"901","Chautauqua"," Kansas",0,32,0,0,0,"Chautauqua, Kansas",32
"902","Cherokee"," Kansas",0,345,0,71,0,"Cherokee, Kansas",416
"903","Cheyenne"," Kansas",3,24,0,0,0,"Cheyenne, Kansas",27
"904","Clark"," Kansas",0,37,0,0,0,"Clark, Kansas",37
"905","Clay"," Kansas",0,80,0,0,0,"Clay, Kansas",80
"906","Cloud"," Kansas",0,151,0,0,0,"Cloud, Kansas",151
"907","Coffey"," Kansas",2,172,5,0,0,"Coffey, Kansas",179
"908","Comanche"," Kansas",5,32,0,0,0,"Comanche, Kansas",37
"909","Cowley"," Kansas",61,463,2,66,28,"Cowley, Kansas",620
"910","Crawford"," Kansas",27,298,15,4,112,"Crawford, Kansas",456
"911","Decatur"," Kansas",0,16,0,0,2,"Decatur, Kansas",18
"912","Dickinson"," Kansas",0,250,0,0,0,"Dickinson, Kansas",250
"913","Doniphan"," Kansas",3,82,11,0,0,"Doniphan, Kansas",96
"914","Douglas"," Kansas",36,825,35,21,14,"Douglas, Kansas",931
"915","Edwards"," Kansas",7,28,0,0,2,"Edwards, Kansas",37
"916","Elk"," Kansas",0,22,3,1,0,"Elk, Kansas",26
"917","Ellis"," Kansas",71,211,0,0,2,"Ellis, Kansas",284
"918","Ellsworth"," Kansas",0,57,6,0,0,"Ellsworth, Kansas",63
"919","Finney"," Kansas",359,172,18,3,11,"Finney, Kansas",563
"920","Ford"," Kansas",487,267,29,0,18,"Ford, Kansas",801
"921","Franklin"," Kansas",119,362,0,0,0,"Franklin, Kansas",481
"922","Geary"," Kansas",62,125,45,0,0,"Geary, Kansas",232
"923","Gove"," Kansas",1,30,0,0,0,"Gove, Kansas",31
"924","Graham"," Kansas",5,31,0,0,0,"Graham, Kansas",36
"925","Grant"," Kansas",32,36,0,0,0,"Grant, Kansas",68
"926","Gray"," Kansas",4,60,0,0,0,"Gray, Kansas",64
"927","Greeley"," Kansas",8,6,3,0,0,"Greeley, Kansas",17
"928","Greenwood"," Kansas",0,30,0,0,0,"Greenwood, Kansas",30
"929","Hamilton"," Kansas",10,24,0,0,0,"Hamilton, Kansas",34
"930","Harper"," Kansas",9,31,0,0,0,"Harper, Kansas",40
"931","Harvey"," Kansas",80,591,4,0,0,"Harvey, Kansas",675
"932","Haskell"," Kansas",16,53,0,18,0,"Haskell, Kansas",87
"933","Hodgeman"," Kansas",11,15,0,0,0,"Hodgeman, Kansas",26
"934","Jackson"," Kansas",7,175,0,19,3,"Jackson, Kansas",204
"935","Jefferson"," Kansas",4,315,3,0,0,"Jefferson, Kansas",322
"936","Jewell"," Kansas",2,37,0,0,1,"Jewell, Kansas",40
"937","Johnson"," Kansas",294,6115,297,68,256,"Johnson, Kansas",7030
"938","Kearny"," Kansas",19,26,0,0,0,"Kearny, Kansas",45
"939","Kingman"," Kansas",0,68,0,0,0,"Kingman, Kansas",68
"940","Kiowa"," Kansas",5,28,0,0,0,"Kiowa, Kansas",33
"941","Labette"," Kansas",0,214,5,16,0,"Labette, Kansas",235
"942","Lane"," Kansas",0,17,0,0,0,"Lane, Kansas",17
"943","Leavenworth"," Kansas",124,1132,163,0,0,"Leavenworth, Kansas",1419
"944","Lincoln"," Kansas",0,59,0,0,3,"Lincoln, Kansas",62
"945","Linn"," Kansas",0,189,0,0,0,"Linn, Kansas",189
"946","Logan"," Kansas",0,54,0,0,0,"Logan, Kansas",54
"947","Lyon"," Kansas",136,283,25,0,0,"Lyon, Kansas",444
"948","McPherson"," Kansas",0,395,6,0,0,"McPherson, Kansas",401
"949","Marion"," Kansas",12,199,1,12,0,"Marion, Kansas",224
"950","Marshall"," Kansas",9,81,0,0,0,"Marshall, Kansas",90
"951","Meade"," Kansas",14,74,0,0,0,"Meade, Kansas",88
"952","Miami"," Kansas",15,532,23,0,0,"Miami, Kansas",570
"953","Mitchell"," Kansas",9,24,0,0,0,"Mitchell, Kansas",33
"954","Montgomery"," Kansas",39,326,61,41,0,"Montgomery, Kansas",467
"955","Morris"," Kansas",2,147,0,0,0,"Morris, Kansas",149
"956","Morton"," Kansas",44,19,0,0,0,"Morton, Kansas",63
"957","Nemaha"," Kansas",5,173,8,0,0,"Nemaha, Kansas",186
"958","Neosho"," Kansas",0,207,0,4,0,"Neosho, Kansas",211
"959","Ness"," Kansas",28,35,0,0,0,"Ness, Kansas",63
"960","Norton"," Kansas",0,116,6,0,0,"Norton, Kansas",122
"961","Osage"," Kansas",18,277,0,7,0,"Osage, Kansas",302
"962","Osborne"," Kansas",3,59,0,0,1,"Osborne, Kansas",63
"963","Ottawa"," Kansas",0,87,0,0,0,"Ottawa, Kansas",87
"964","Pawnee"," Kansas",1,97,27,0,0,"Pawnee, Kansas",125
"965","Phillips"," Kansas",0,96,0,0,0,"Phillips, Kansas",96
"966","Pottawatomie"," Kansas",35,187,0,0,0,"Pottawatomie, Kansas",222
"967","Pratt"," Kansas",32,81,10,0,0,"Pratt, Kansas",123
"968","Rawlins"," Kansas",1,26,0,0,0,"Rawlins, Kansas",27
"969","Reno"," Kansas",138,692,34,0,0,"Reno, Kansas",864
"970","Republic"," Kansas",0,52,0,0,0,"Republic, Kansas",52
"971","Rice"," Kansas",19,149,0,0,0,"Rice, Kansas",168
"972","Riley"," Kansas",177,411,143,0,14,"Riley, Kansas",745
"973","Rooks"," Kansas",0,68,0,0,0,"Rooks, Kansas",68
"974","Rush"," Kansas",0,45,0,0,0,"Rush, Kansas",45
"975","Russell"," Kansas",0,45,0,4,0,"Russell, Kansas",49
"976","Saline"," Kansas",111,573,48,0,25,"Saline, Kansas",757
"977","Scott"," Kansas",0,38,0,0,0,"Scott, Kansas",38
"978","Sedgwick"," Kansas",1308,4824,960,100,261,"Sedgwick, Kansas",7453
"979","Seward"," Kansas",153,63,0,0,0,"Seward, Kansas",216
"980","Shawnee"," Kansas",306,1411,181,39,13,"Shawnee, Kansas",1950
"981","Sheridan"," Kansas",0,22,0,0,0,"Sheridan, Kansas",22
"982","Sherman"," Kansas",11,82,0,0,0,"Sherman, Kansas",93
"983","Smith"," Kansas",0,38,0,0,0,"Smith, Kansas",38
"984","Stafford"," Kansas",16,86,0,0,0,"Stafford, Kansas",102
"985","Stanton"," Kansas",12,13,0,0,0,"Stanton, Kansas",25
"986","Stevens"," Kansas",49,24,0,0,7,"Stevens, Kansas",80
"987","Sumner"," Kansas",55,285,0,0,0,"Sumner, Kansas",340
"988","Thomas"," Kansas",2,19,1,0,0,"Thomas, Kansas",22
"989","Trego"," Kansas",0,57,0,0,0,"Trego, Kansas",57
"990","Wabaunsee"," Kansas",0,96,0,0,0,"Wabaunsee, Kansas",96
"991","Wallace"," Kansas",0,20,0,0,0,"Wallace, Kansas",20
"992","Washington"," Kansas",4,65,0,0,0,"Washington, Kansas",69
"993","Wichita"," Kansas",2,8,0,0,0,"Wichita, Kansas",10
"994","Wilson"," Kansas",3,88,0,6,0,"Wilson, Kansas",97
"995","Woodson"," Kansas",7,20,0,0,0,"Woodson, Kansas",27
"996","Wyandotte"," Kansas",666,626,732,7,40,"Wyandotte, Kansas",2071
"997","Adair"," Kentucky",0,226,64,0,0,"Adair, Kentucky",290
"998","Allen"," Kentucky",0,259,16,0,0,"Allen, Kentucky",275
"999","Anderson"," Kentucky",14,224,0,0,6,"Anderson, Kentucky",244
"1000","Ballard"," Kentucky",10,79,10,0,0,"Ballard, Kentucky",99
"1001","Barren"," Kentucky",24,485,8,19,0,"Barren, Kentucky",536
"1002","Bath"," Kentucky",0,180,11,0,0,"Bath, Kentucky",191
"1003","Bell"," Kentucky",0,431,6,32,16,"Bell, Kentucky",485
"1004","Boone"," Kentucky",31,1433,9,0,0,"Boone, Kentucky",1473
"1005","Bourbon"," Kentucky",8,297,42,0,0,"Bourbon, Kentucky",347
"1006","Boyd"," Kentucky",21,659,72,0,0,"Boyd, Kentucky",752
"1007","Boyle"," Kentucky",49,292,8,0,6,"Boyle, Kentucky",355
"1008","Bracken"," Kentucky",0,51,0,0,0,"Bracken, Kentucky",51
"1009","Breathitt"," Kentucky",0,91,5,0,0,"Breathitt, Kentucky",96
"1010","Breckinridge"," Kentucky",0,116,4,0,0,"Breckinridge, Kentucky",120
"1011","Bullitt"," Kentucky",58,1048,0,22,0,"Bullitt, Kentucky",1128
"1012","Butler"," Kentucky",15,189,3,23,0,"Butler, Kentucky",230
"1013","Caldwell"," Kentucky",0,183,0,0,0,"Caldwell, Kentucky",183
"1014","Calloway"," Kentucky",45,335,5,0,7,"Calloway, Kentucky",392
"1015","Campbell"," Kentucky",23,1168,35,0,7,"Campbell, Kentucky",1233
"1016","Carlisle"," Kentucky",9,94,0,0,0,"Carlisle, Kentucky",103
"1017","Carroll"," Kentucky",10,135,1,0,0,"Carroll, Kentucky",146
"1018","Carter"," Kentucky",66,414,12,0,0,"Carter, Kentucky",492
"1019","Casey"," Kentucky",8,175,8,0,0,"Casey, Kentucky",191
"1020","Christian"," Kentucky",69,557,398,0,0,"Christian, Kentucky",1024
"1021","Clark"," Kentucky",0,346,23,0,0,"Clark, Kentucky",369
"1022","Clay"," Kentucky",12,324,34,0,0,"Clay, Kentucky",370
"1023","Clinton"," Kentucky",0,48,0,0,0,"Clinton, Kentucky",48
"1024","Crittenden"," Kentucky",0,97,0,0,0,"Crittenden, Kentucky",97
"1025","Cumberland"," Kentucky",0,72,0,0,0,"Cumberland, Kentucky",72
"1026","Daviess"," Kentucky",12,1168,76,0,0,"Daviess, Kentucky",1256
"1027","Edmonson"," Kentucky",0,173,7,9,0,"Edmonson, Kentucky",189
"1028","Elliott"," Kentucky",0,140,20,0,0,"Elliott, Kentucky",160
"1029","Estill"," Kentucky",0,173,0,0,0,"Estill, Kentucky",173
"1030","Fayette"," Kentucky",212,1654,817,34,99,"Fayette, Kentucky",2816
"1031","Fleming"," Kentucky",0,234,8,0,0,"Fleming, Kentucky",242
"1032","Floyd"," Kentucky",8,406,8,0,13,"Floyd, Kentucky",435
"1033","Franklin"," Kentucky",7,446,34,0,24,"Franklin, Kentucky",511
"1034","Fulton"," Kentucky",0,107,37,0,0,"Fulton, Kentucky",144
"1035","Gallatin"," Kentucky",0,118,0,0,0,"Gallatin, Kentucky",118
"1036","Garrard"," Kentucky",0,240,0,0,0,"Garrard, Kentucky",240
"1037","Grant"," Kentucky",4,357,0,0,25,"Grant, Kentucky",386
"1038","Graves"," Kentucky",75,385,40,0,0,"Graves, Kentucky",500
"1039","Grayson"," Kentucky",0,432,0,0,0,"Grayson, Kentucky",432
"1040","Green"," Kentucky",17,123,0,0,0,"Green, Kentucky",140
"1041","Greenup"," Kentucky",0,339,0,0,0,"Greenup, Kentucky",339
"1042","Hancock"," Kentucky",0,85,3,0,0,"Hancock, Kentucky",88
"1043","Hardin"," Kentucky",12,992,192,12,0,"Hardin, Kentucky",1208
"1044","Harlan"," Kentucky",5,221,0,0,0,"Harlan, Kentucky",226
"1045","Harrison"," Kentucky",22,182,0,0,29,"Harrison, Kentucky",233
"1046","Hart"," Kentucky",0,295,29,0,0,"Hart, Kentucky",324
"1047","Henderson"," Kentucky",10,549,66,0,0,"Henderson, Kentucky",625
"1048","Henry"," Kentucky",5,301,13,0,0,"Henry, Kentucky",319
"1049","Hickman"," Kentucky",0,13,16,0,0,"Hickman, Kentucky",29
